Picture Count,MLS #,Price,Class,Type,Status,County,AddressNew,Address,City,State,Agent - Agent Name,Listing Office 1 - Office Name,Latitude,Longitude
1,86348,495000,Residential,Single Family,Expired,Calloway,"1409 Oakhill Drive, Murray, KY",1409 Oakhill Drive,Murray,KY,Alesia Gail Parker,Greys Properties LLC,31.1097337,-97.72824980000000
35,111461,495000,Residential,Single Family,Withdrawn,Caldwell,"12597 S Jefferson Street, Princeton, KY",12597 S Jefferson Street,Princeton,KY,Billie K Farless,Farless Realty,,
1,85966,495000,Residential,Single Family,Expired,Christian,"3545 Quisenberry Ln, Hopkinsville, KY",3545 Quisenberry Ln,Hopkinsville,KY,Thomas F Hughes,Coldwell Banker Service 1st Realty,36.9239332,-87.5958035
1,87328,495000,Residential,Single Family,Sold,Calloway,"929 Dowdy Trail, Murray, KY",929 Dowdy Trail,Murray,KY,Melinda Watson,Keller Williams Experience Realty Paducah Branch,36.6257839,-88.1813821
34,117734,495000,Residential,Single Family,Expired,Caldwell,"817 S Jefferson Street, Princeton, KY",817 S Jefferson Street,Princeton,KY,Ryals Farless,Farless Realty,41.8672777,-87.642184
1,92994,495000,Residential,Single Family,Withdrawn,Christian,"3055 Quisenberry Lane, Hopkinsville, KY",3055 Quisenberry Lane,Hopkinsville,KY,Donna Clark,Lakeland Realty,36.919213,-87.600393
1,96261,495000,Residential,Single Family,Sold,Calloway,"811 Cypress Harbor Drive, New Concord, KY",811 Cypress Harbor Drive,New Concord,KY,Glenda Ritchie,1st Realty Group,30.19394460000000,-93.2398613
1,99209,495000,Residential,Single Family,Withdrawn,Calloway,"106 Murray Paris Road, Murray, KY",106 Murray Paris Road,Murray,KY,Brittany J Marchetti,Kopperud Realty,36.583578,-88.29359200000000
1,110734,495000,Residential,Single Family,Sold,Calloway,"91 Legacy Ln, Murray, KY",91 Legacy Ln,Murray,KY,Jennifer Fisk,RE/MAX Real Estate Associates,,
35,118890,495000,Residential,Single Family,Withdrawn,Calloway,"146 Oak Valley Lane, Murray, KY",146 Oak Valley Lane,Murray,KY,Patricia A Cherry,Re/Max Real Estate Associates Murray,41.0569,-73.7211082
35,119607,495000,Residential,Single Family,Sold,Calloway,"1103 County Cork Drive, Murray, KY",1103 County Cork Drive,Murray,KY,John H Kopperud,Kopperud Realty,36.5943195,-88.3417307
25,108575,495999,Residential,Single Family,Withdrawn,Calloway,"7 Pleasant View Ln., Murray, KY",7 Pleasant View Ln.,Murray,KY,Lindy Knight,Kopperud Realty,,
1,91672,499000,Residential,Single Family,Expired,Ballard,"6803 Paducah Rd, Kevil, KY",6803 Paducah Rd,Kevil,KY,Michael Harris,Harris Real Estate & Auction,37.0788606,-88.9317895
34,111865,499000,Residential,Single Family,Sold,Calloway,"105 Oakview, Murray, KY",105 Oakview,Murray,KY,Bonnie Byerly,Chavis Real Estate and Auction,,
1,99157,499000,Residential,Single Family,Expired,Ballard,"6803 Paducah, Kevil, KY",6803 Paducah,Kevil,KY,Chris Wooley,Elite Realty,37.0833893,-88.6000478
1,92290,499000,Residential,Single Family,Withdrawn,Calloway,"2014 Gatesborough Circle, Murray, KY",2014 Gatesborough Circle,Murray,KY,John H Kopperud,Kopperud Realty,36.5955081,-88.34018000000000
1,100830,499000,Residential,Single Family,Expired,Calloway,"7 Pleasant View Lane, Murray, KY",7 Pleasant View Lane,Murray,KY,Traci Markum,1st Realty Group,,
1,82200,499000,Residential,Single Family,Withdrawn,Ballard,"6803 Paducah Road, Kevil, KY",6803 Paducah Road,Kevil,KY,Leslie Heath,Keller Williams Experience Realty Paducah Branch,37.0788606,-88.9317895
1,91284,499500,Residential,Single Family,Withdrawn,Calloway,"1409 Oakhill Drive, Murray, KY",1409 Oakhill Drive,Murray,KY,Krista K Thompson,Kopperud Realty,31.1097337,-97.72824980000000
35,122403,499900,Residential,Single Family,Pending,Calloway,"2116 Glenwood Drive, Murray, KY",2116 Glenwood Drive,Murray,KY,Rebecca Landolt,Elite Realty Branch Murray,,
35,119645,499900,Residential,Single Family,Sold,Ballard,"461 Sheppard Road, Wickliffe, KY",461 Sheppard Road,Wickliffe,KY,Tyler Hafford,Whitetail Properties Real Estate LLC,,
1,90492,499900,Residential,Single Family,Expired,Calloway,"1615 The Lane, Murray, KY",1615 The Lane,Murray,KY,Kim Musgrave,Elite Realty,,
1,83191,499900,Residential,Single Family,Withdrawn,Calloway,"3752 N State Route 121, Murray, KY",3752 N State Route 121,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
35,117327,499900,Residential,Single Family,Expired,Calloway,"2073 N State Route 121, Murray, KY",2073 N State Route 121,Murray,KY,Avery Jennings,SBG Real Property Professionals,,
35,122540,499900,Residential,Single Family,Active,Calloway,"1234 Peach Orchard Road, Murray, KY",1234 Peach Orchard Road,Murray,KY,Barry Pritchard,Keller Williams Experience Realty,33.4362051,-82.006852
1,84646,499999,Residential,Single Family,Expired,Calloway,"7 Pleasant View Ln., Murray, KY",7 Pleasant View Ln.,Murray,KY,Lindy Knight,Kopperud Realty,,
1,90378,499999,Residential,Single Family,Withdrawn,Calloway,"9863 State Route 94 E, Murray, KY",9863 State Route 94 E,Murray,KY,Dusty Clark,Crye-Leike Realty Services,,
1,96234,499999,Residential,Single Family,Expired,Calloway,"7 Pleasant View Ln., Murray, KY",7 Pleasant View Ln.,Murray,KY,Lindy Knight,Kopperud Realty,,
34,114202,505000,Residential,Single Family,Sold,Calloway,"327 Darnell Rd, Farmington, KY",327 Darnell Rd,Farmington,KY,Tracy G Williams,Kopperud Realty,34.1842757,-84.44129370000000
1,109435,507500,Residential,Single Family,Sold,Calloway,"1150 Old Lynn Grove Road, Murray, KY",1150 Old Lynn Grove Road,Murray,KY,Cathy A Mitchell,Greys Properties LLC,36.6073524,-88.4329501
35,111672,507500,Residential,Single Family,Sold,Calloway,"649 Lakeway, Murray, KY",649 Lakeway,Murray,KY,Brenda T Hines,Elite Realty Branch Murray,30.3679788,-97.99167900000000
18,122378,510000,Residential,Single Family,Active,Christian,"5004 Nottingham Lane, Hopkinsville, KY",5004 Nottingham Lane,Hopkinsville,KY,Ryan J Amerson,Payne Real Estate,40.0706982,-74.9859875
1,102034,510000,Residential,Single Family,Sold,Calloway,"100 Bayshore Dr, New Concord, KY",100 Bayshore Dr,New Concord,KY,Sue Ann Stevens,Keller Williams Experience Realty,45.347237,-75.8068316
35,120343,514900,Residential,Single Family,Withdrawn,Christian,"8145 Newstead Rd., Hopkinsville, KY",8145 Newstead Rd.,Hopkinsville,KY,Ronnie Sadler,Barkley Lake Homes Realty,36.82909800000000,-87.590249
1,94775,515000,Residential,Single Family,Expired,Calloway,"105 Oakview Lane, Murray, KY",105 Oakview Lane,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,45.0317757,-93.4399091
35,113526,515000,Residential,Single Family,Sold,Calloway,"158 RIPPLING CREEK, Murray, KY",158 RIPPLING CREEK,Murray,KY,Vicki C Moore,Crye-Leike Realty Services,35.0751301,-81.1509116
35,115847,515000,Residential,Single Family,Sold,Calloway,"1615 The Lane, Murray, KY",1615 The Lane,Murray,KY,Kristy Barnes,Keller Williams Experience Realty,,
28,118492,515000,Residential,Single Family,Sold,Calloway,"187 Weekend Ln, Murray, KY",187 Weekend Ln,Murray,KY,Cheryl A Roberts,Markethouse Realty PLLC,36.703944,-88.10308300000000
1,106049,519000,Residential,Single Family,Expired,Calloway,"1530 Spring Creek Drive, Murray, KY",1530 Spring Creek Drive,Murray,KY,Earleene Woods,Keller Williams Experience Realty,50.086081,-123.0170257
35,117177,520000,Residential,Single Family,Sold,Calloway,"1848 Brooks Chapel Road, Dexter, KY",1848 Brooks Chapel Road,Dexter,KY,Avery Jennings,SBG Real Property Professionals,36.7124773,-88.25416060000000
35,118634,524900,Residential,Single Family,Withdrawn,Ballard,"3572 Fraser Rd, Wickliffe, KY",3572 Fraser Rd,Wickliffe,KY,Kevin D Housman,Housman Partners Real Estate,,
1,86438,525000,Residential,Single Family,Expired,Calloway,"1409 Oakhill Drive, Murray, KY",1409 Oakhill Drive,Murray,KY,Alesia Gail Parker,Greys Properties LLC,31.1097337,-97.72824980000000
1,102789,525000,Residential,Single Family,Sold,Calloway,"2260 W State Route 94, Murray, KY",2260 W State Route 94,Murray,KY,Karol Kemp Utley,Kopperud Realty,,
1,91657,525000,Residential,Single Family,Expired,Calloway,"811 Cypress Harbor Drive, New Concord, KY",811 Cypress Harbor Drive,New Concord,KY,Glenda Ritchie,1st Realty Group,30.19394460000000,-93.2398613
31,116644,525000,Residential,Single Family,Active,Calloway,"96 Lakepoint, New Concord, KY",96 Lakepoint,New Concord,KY,Bonnie Byerly,Chavis Real Estate and Auction,,
1,96062,525000,Residential,Single Family,Expired,Calloway,"100 Bayshore, New Concord, KY",100 Bayshore,New Concord,KY,Tammy A Cothran,Keller Williams Experience Realty,45.347237,-75.8068316
34,121198,525000,Residential,Single Family,Active,Calloway,"72 Hills Hollow RD, Murray, KY",72 Hills Hollow RD,Murray,KY,Shelly R Forgey,Keller Williams Experience Realty,36.696864,-88.12186
1,92567,529000,Residential,Single Family,Expired,Calloway,"7 Pleasant View Ln., Murray, KY",7 Pleasant View Ln.,Murray,KY,Lindy Knight,Kopperud Realty,,
1,109803,529000,Residential,Single Family,Sold,Caldwell,"409 Holly Lane, Princeton, KY",409 Holly Lane,Princeton,KY,Teresa Oliver,KY Homes Realty,,
1,95552,529000,Residential,Single Family,Expired,Calloway,"60 Chad Wayne Dr., Murray, KY",60 Chad Wayne Dr.,Murray,KY,Lindy Knight,Kopperud Realty,36.5836056,-88.3554377
1,80313,529000,Residential,Single Family,Withdrawn,Calloway,"811 Cypress Harbor Drive, New Concord, KY",811 Cypress Harbor Drive,New Concord,KY,Glenda Ritchie,1st Realty Group,30.19394460000000,-93.2398613
1,82623,529000,Residential,Single Family,Withdrawn,Calloway,"77 Cypress Harbor Pt., New Concord, KY",77 Cypress Harbor Pt.,New Concord,KY,Glenda Ritchie,1st Realty Group,36.498401,-88.092416
1,102985,529000,Residential,Single Family,Withdrawn,Calloway,"60 Chad Wayne Drive, Murray, KY",60 Chad Wayne Drive,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,36.5836056,-88.3554377
35,121323,529900,Residential,Single Family,Active,Calloway,"290 Willis Dr., Murray, KY",290 Willis Dr.,Murray,KY,Earleene Woods,Keller Williams Experience Realty,,
1,107596,530000,Residential,Single Family,Sold,Calloway,"1100 Riverwood Drive, Murray, KY",1100 Riverwood Drive,Murray,KY,Ryan Stanger,SBG Real Property Professionals,33.5601128,-79.0610816
35,121754,534900,Residential,Single Family,Active,Calloway,"140 Stoney Creek Lane, Murray, KY",140 Stoney Creek Lane,Murray,KY,Neena R Salazar,Elite Realty Branch Murray,37.14204520000000,-76.5189637
1,110898,535000,Residential,Single Family,Sold,Calloway,"864 Pleasant Grove Road, Hazel, KY",864 Pleasant Grove Road,Hazel,KY,Aleshia G Banks,Elite Realty Branch Murray,,
1,101472,535500,Residential,Single Family,Sold,Calloway,"184 Waterway Trail, New Concord, KY",184 Waterway Trail,New Concord,KY,Mary L Wooldridge,Kopperud Realty,36.5879457,-88.0696748
35,119629,537500,Residential,Single Family,Sold,Calloway,"82 Saratoga Drive, Murray, KY",82 Saratoga Drive,Murray,KY,Janette L DeWitt,Kopperud Realty,,
34,121072,539900,Residential,Single Family,Sold,Calloway,"3752 State Route 121 North, Murray, KY",3752 State Route 121 North,Murray,KY,Karol Kemp Utley,Elite Realty Branch Murray,32.7565891,-81.9804913
35,120582,539995,Residential,Single Family,Withdrawn,Calloway,"1234 Peach Orchard Rd, Murray, KY",1234 Peach Orchard Rd,Murray,KY,Amy Brock,Keller Williams Experience Realty Paducah Branch,33.4362051,-82.006852
1,97075,540000,Residential,Single Family,Expired,Calloway,"96 Lakepoint Lane, New Concord, KY",96 Lakepoint Lane,New Concord,KY,Tammy A Cothran,Keller Williams Experience Realty,36.5956078,-88.06608110000000
1,115061,540000,Residential,Single Family,Sold,Calloway,"2118 Glenwood Drive, Murray, KY",2118 Glenwood Drive,Murray,KY,Mary L Wooldridge,Kopperud Realty,,
1,90439,540000,Residential,Single Family,Withdrawn,Calloway,"9863 State  Route 94 East, Murray, KY",9863 State  Route 94 East,Murray,KY,Dusty Clark,Crye-Leike Realty Services,,
34,117302,540000,Residential,Single Family,Sold,Calloway,"2218 Quail Creek Drive, Murray, KY",2218 Quail Creek Drive,Murray,KY,Gale Broach Sharp,Kopperud Realty,,
1,83197,545000,Residential,Single Family,Withdrawn,Calloway,"3752 N State Route 121, Murray, KY",3752 N State Route 121,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
1,108948,545000,Residential,Single Family,Sold,Calloway,"82 Woodridge Lane, Murray, KY",82 Woodridge Lane,Murray,KY,Lindy Knight,Kopperud Realty,,
1,95973,545000,Residential,Single Family,Withdrawn,Calloway,"430 Margaret Rose Lane, Dexter, KY",430 Margaret Rose Lane,Dexter,KY,Aleshia G Banks,Keller Williams Experience Realty,36.729764,-88.250614
35,116385,549000,Residential,Single Family,Expired,Ballard,"681 Slater Road, Wickliffe, KY",681 Slater Road,Wickliffe,KY,Marla D Holt,Fern Leaf Real Estate,,
1,92413,549000,Residential,Single Family,Withdrawn,Calloway,"106 Murray Paris Road, Murray, KY",106 Murray Paris Road,Murray,KY,Brian T Stedelin,Stedelin Real Estate LLC,36.583578,-88.29359200000000
1,79874,549000,Residential,Single Family,Expired,Caldwell,"12597 S Jefferson Street, Princeton, KY",12597 S Jefferson Street,Princeton,KY,Billie K Farless,Farless Realty,,
31,122509,549000,Residential,Single Family,Active,Calloway,"50 Stewart Cemetery Rd, Almo, KY",50 Stewart Cemetery Rd,Almo,KY,Ron Hughes,RE/MAX Realty Group,37.5054242,-83.64264900000000
35,117817,549000,Residential,Single Family,Expired,Caldwell,"708 Dowell Dr., Princeton, KY",708 Dowell Dr.,Princeton,KY,Kartik Patel,Keller Williams Experience Realty Paducah Branch,,
1,90921,550000,Residential,Single Family,Sold,Calloway,"72 Bay Cove Lane, New Concord, KY",72 Bay Cove Lane,New Concord,KY,Tammy A Cothran,Keller Williams Experience Realty,36.5362768,-88.05237320000000
1,98075,550000,Residential,Single Family,Expired,Caldwell,"1250 S Jefferson Street, Princeton, KY",1250 S Jefferson Street,Princeton,KY,Billie K Farless,Farless Realty,41.8672777,-87.642184
35,122161,550000,Residential,Single Family,Active,Calloway,"287 Enix Drive, Murray, KY",287 Enix Drive,Murray,KY,Angie Carlson-Bogard,C21 Service Realty,36.5813391,-88.3379171
1,101339,550000,Residential,Single Family,Expired,Caldwell,"1250 S Jefferson Street, Princeton, KY",1250 S Jefferson Street,Princeton,KY,Billie K Farless,Farless Realty,41.8672777,-87.642184
1,105957,550000,Residential,Single Family,Sold,Calloway,"1068 Bethel Road, Murray, KY",1068 Bethel Road,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,40.0638099,-83.0474796
1,106359,550000,Residential,Single Family,Sold,Calloway,"133 Windward, Murray, KY",133 Windward,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
1,107384,550000,Residential,Single Family,Sold,Calloway,"1671 Valentine Rd, New Concord, KY",1671 Valentine Rd,New Concord,KY,Matthew C Jennings,SBG Real Property Professionals,,
34,116554,550000,Residential,Single Family,Sold,Calloway,"16 Gill Lane, Murray, KY",16 Gill Lane,Murray,KY,Barbara Tate,Campbell Realty,40.5701442,-74.3244632
35,121166,550000,Residential,Single Family,Sold,Calloway,"1613 The Lane, Murray, KY",1613 The Lane,Murray,KY,Kristy Barnes,Keller Williams Experience Realty,,
35,121617,550000,Residential,Single Family,Sold,Calloway,"836 Coles Campground Road, Murray, KY",836 Coles Campground Road,Murray,KY,Becky Spann,Elite Realty Branch Murray,36.6702491,-88.3200018
1,86694,560000,Residential,Single Family,Withdrawn,Calloway,"60 Chad Wayne Dr., Murray, KY",60 Chad Wayne Dr.,Murray,KY,Lindy Knight,Kopperud Realty,36.5836056,-88.3554377
1,93277,560000,Residential,Single Family,Sold,Calloway,"34 Bay Court, New Concord, KY",34 Bay Court,New Concord,KY,Krista K Thompson,Kopperud Realty,47.896984,-122.3032525
35,113256,560000,Residential,Single Family,Sold,Calloway,"236 Joy Lane, New Concord, KY",236 Joy Lane,New Concord,KY,Beverly Wade,Westwind Real Estate & Development,51.3499193,1.0119394
35,120195,560000,Residential,Single Family,Sold,Calloway,"2499 Almo Shiloh Rd, Dexter, KY",2499 Almo Shiloh Rd,Dexter,KY,Dusty Clark,Whitetail Properties Real Estate LLC,36.6823045,-88.229282
24,120653,560000,Residential,Single Family,Sold,Calloway,"1917 Norsworthy Road, Kirksey, KY",1917 Norsworthy Road,Kirksey,KY,Rebecca Landolt,Elite Realty Branch Murray,36.6686488,-88.42211790000000
1,104491,560000,Residential,Single Family,Sold,Caldwell,"104 Oak Ridge Road, Princeton, KY",104 Oak Ridge Road,Princeton,KY,Karen Randels,Re/Max Southern Charm,,
33,113380,564500,Residential,Single Family,Withdrawn,Calloway,"28 Lakepoint Lane, New Concord, KY",28 Lakepoint Lane,New Concord,KY,Kathy Kopperud,Kopperud Realty,36.593975,-88.0657095
1,104670,565000,Residential,Single Family,Expired,Calloway,"649 Lakeway Dr., Murray, KY",649 Lakeway Dr.,Murray,KY,Kathy Kopperud,Kopperud Realty,,
2,115429,565000,Residential,Single Family,Sold,Calloway,"88 pinetree Drive, Murray, KY",88 pinetree Drive,Murray,KY,Shannon Crawford,Keller Williams Experience Realty,33.7748439,-84.3086555
1,108740,566000,Residential,Single Family,Sold,Calloway,"2109 Spindletop Drive, Murray, KY",2109 Spindletop Drive,Murray,KY,Karol Kemp Utley,Kopperud Realty,36.577332,-88.3394539
35,116307,567500,Residential,Single Family,Sold,Calloway,"159 Wayne Circle, New Concord, KY",159 Wayne Circle,New Concord,KY,Vicki C Moore,Crye-Leike Realty Services,36.6285748,-93.3418957
1,94441,575000,Residential,Single Family,Expired,Calloway,"100 Bayshore, New Concord, KY",100 Bayshore,New Concord,KY,Tammy A Cothran,Keller Williams Experience Realty,45.347237,-75.8068316
35,111937,575000,Residential,Single Family,Withdrawn,Calloway,"16 Gill Lane, Murray, KY",16 Gill Lane,Murray,KY,Brenda T Hines,Elite Realty Branch Murray,40.5701442,-74.3244632
1,106047,575000,Residential,Single Family,Sold,Calloway,"81 Woodridge Lane, Murray, KY",81 Woodridge Lane,Murray,KY,Mark Fredrick,1st Ky Realty and Auction,,
35,122051,575000,Residential,Single Family,Active,Carlisle,"1126 State Route 1022, Bardwell, KY",1126 State Route 1022,Bardwell,KY,Tyler Hafford,Whitetail Properties Real Estate LLC,,
1,111807,575000,Residential,Single Family,Sold,Calloway,"77 Cypress Harbor Pt., New Concord, KY",77 Cypress Harbor Pt.,New Concord,KY,Glenda Ritchie,1st Realty Group,36.498401,-88.092416
35,114474,575000,Residential,Single Family,Sold,Calloway,"234 Woodduck, Murray, KY",234 Woodduck,Murray,KY,Carrie L Armstrong,Keller Williams Experience Realty,,
34,118822,575000,Residential,Single Family,Sold,Caldwell,"145 DULANEY LOOP ROAD, Princeton, KY",145 DULANEY LOOP ROAD,Princeton,KY,Ryals Farless,Farless Realty,37.0883622,-87.9803361
35,118337,575000,Residential,Single Family,Sold,Carlisle,"1890 U. S. Highway 62, Bardwell, KY",1890 U. S. Highway 62,Bardwell,KY,David Nelson,Purchase Realty Group,36.8932615,-88.9874325
35,119801,577500,Residential,Single Family,Sold,Calloway,"4221 N KY-121, Murray, KY",4221 N KY-121,Murray,KY,Amy Brock,Keller Williams Experience Realty Paducah Branch,,
1,89502,579000,Residential,Single Family,Withdrawn,Calloway,"1275 Blood River Rd, New Concord, KY",1275 Blood River Rd,New Concord,KY,Cheryl A Roberts,Keller Williams Experience Realty,36.5733039,-88.09240290000000
1,90650,579900,Residential,Single Family,Withdrawn,Calloway,"2466 Bayridge Road, New Concord, KY",2466 Bayridge Road,New Concord,KY,Patricia A Cherry,Re/Max Real Estate Associates Murray,36.533423,-88.052706
34,119903,582295,Residential,Single Family,Withdrawn,Calloway,"1234 Peach Orchard Rd, Murray, KY",1234 Peach Orchard Rd,Murray,KY,Amy Brock,Keller Williams Experience Realty Paducah Branch,33.4362051,-82.006852
1,80512,585000,Residential,Single Family,Expired,Calloway,"9863 State Route 94 East, Murray, KY",9863 State Route 94 East,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
1,90423,585000,Residential,Single Family,Sold,Calloway,"9863 St Rt 94 East, Murray, KY",9863 St Rt 94 East,Murray,KY,Dusty Clark,Crye-Leike Realty Services,,
1,85027,585000,Residential,Single Family,Expired,Calloway,"9863 State Route 94 East, Murray, KY",9863 State Route 94 East,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
1,111255,585000,Residential,Single Family,Sold,Calloway,"805 Olive, Murray, KY",805 Olive,Murray,KY,Kathy Kopperud,Kopperud Realty,,
35,119872,585000,Residential,Single Family,Expired,Carlisle,"198 County Road 1048, Bardwell, KY",198 County Road 1048,Bardwell,KY,Chance W Futrell,Housman Partners Real Estate,,
35,115881,585000,Residential,Single Family,Sold,Caldwell,"10418 US HWY 62 W, Princeton, KY",10418 US HWY 62 W,Princeton,KY,Crystal L McCoy,Keller Williams Experience Realty Paducah Branch,,
1,85538,589000,Residential,Single Family,Expired,Calloway,"245 J T Erwin Lane (lots 12 & 3), New Concord, KY",245 J T Erwin Lane (lots 12 & 3),New Concord,KY,Kathy Kopperud,Kopperud Realty,,
1,90239,589000,Residential,Single Family,Expired,Calloway,"100 Bayshore, New Concord, KY",100 Bayshore,New Concord,KY,Tammy A Cothran,Keller Williams Experience Realty,45.347237,-75.8068316
32,111321,589000,Residential,Single Family,Expired,Calloway,"58 Trents Lane, Murray, KY",58 Trents Lane,Murray,KY,Brenda C Rowland,Kopperud Realty,36.5833606,-88.3544783
1,81898,595000,Residential,Single Family,Expired,Calloway,"1250 Old Soldier Creek Road, Kirksey, KY",1250 Old Soldier Creek Road,Kirksey,KY,Mark Fredrick,1st Ky Realty and Auction,36.744321,-88.429097
1,88720,595000,Residential,Single Family,Expired,Calloway,"1250 Old Soldier Creek Road, Kirksey, KY",1250 Old Soldier Creek Road,Kirksey,KY,Mark Fredrick,1st Ky Realty and Auction,36.744321,-88.429097
1,90615,595000,Residential,Single Family,Expired,Calloway,"1250 Old Soldier Creek Road, Kirksey, KY",1250 Old Soldier Creek Road,Kirksey,KY,Mark Fredrick,1st Ky Realty and Auction,36.744321,-88.429097
1,92703,595000,Residential,Single Family,Expired,Calloway,"430 Margaret Rose Lane, Dexter, KY",430 Margaret Rose Lane,Dexter,KY,Aleshia G Banks,Keller Williams Experience Realty,36.729764,-88.250614
1,95893,598900,Residential,Single Family,Withdrawn,Calloway,"81 Woodridge Lane, Murray, KY",81 Woodridge Lane,Murray,KY,Mark Fredrick,1st Ky Realty and Auction,,
1,77555,599000,Residential,Single Family,Expired,Calloway,"1509 Sandy Pine Drive, Murray, KY",1509 Sandy Pine Drive,Murray,KY,Loretta Jobs,Keller Williams Experience Realty,36.5863748,-88.31795170000000
35,117316,599000,Residential,Single Family,Expired,Calloway,"58 Trents Lane, Murray, KY",58 Trents Lane,Murray,KY,Patricia A Cherry,Re/Max Real Estate Associates Murray,36.5833606,-88.3544783
35,117683,599000,Residential,Single Family,Expired,Caldwell,"565 Grooms Ln, Princeton, KY",565 Grooms Ln,Princeton,KY,Darren Ramey,Farless Realty,,
35,118535,599900,Residential,Single Family,Sold,Ballard,"2529 Hazelwood Rd, Barlow, KY",2529 Hazelwood Rd,Barlow,KY,Vera Stone,C21 Service Realty,,
1,105173,599900,Residential,Single Family,Expired,Calloway,"1245 Independence Road, Dexter, KY",1245 Independence Road,Dexter,KY,Earleene Woods,Keller Williams Experience Realty,41.0100529,-75.1642578
1,111774,599900,Residential,Single Family,Sold,Calloway,"1245 Independence Road, Dexter, KY",1245 Independence Road,Dexter,KY,Earleene Woods,Keller Williams Experience Realty,41.0100529,-75.1642578
30,118041,600000,Residential,Single Family,Withdrawn,Calloway,"96 Lakepoint, New Concord, KY",96 Lakepoint,New Concord,KY,Bonnie Byerly,Chavis Real Estate and Auction,,
1,105240,600000,Residential,Single Family,Sold,Calloway,"172 Bayshore Dr., New Concord, KY",172 Bayshore Dr.,New Concord,KY,Sue Ann Stevens,Keller Williams Experience Realty,30.3963903,-87.24471
1,111967,600000,Residential,Single Family,Sold,Calloway,"160 Songbird Lane, Murray, KY",160 Songbird Lane,Murray,KY,Kathy Kopperud,Kopperud Realty,41.6996245,-72.8849709
1,114436,600000,Residential,Single Family,Sold,Calloway,"189 Joe Tom Erwin Road, New Concord, KY",189 Joe Tom Erwin Road,New Concord,KY,*Not in *Regional MLS,*Not in Regional MLS,36.6077129,-88.070205
1,109712,615000,Residential,Single Family,Sold,Calloway,"1558 Canterbury, Murray, KY",1558 Canterbury,Murray,KY,Karol Kemp Utley,Kopperud Realty,51.280233,1.0789089
1,82457,619900,Residential,Single Family,Withdrawn,Calloway,"2466 Bayridge Road, New Concord, KY",2466 Bayridge Road,New Concord,KY,Patricia A Cherry,Re/Max Real Estate Associates Murray,36.533423,-88.052706
35,120699,620000,Residential,Single Family,Sold,Calloway,"80 Castlewood Ln, Murray, KY",80 Castlewood Ln,Murray,KY,Reese Johnson,Keller Williams Experience Realty Paducah Branch,,
35,119402,620000,Residential,Single Family,Sold,Caldwell,"4770 Grooms Lane, Princeton, KY",4770 Grooms Lane,Princeton,KY,Donna Clark,Lakeland Realty,,
1,82346,624900,Residential,Single Family,Expired,Calloway,"72 Bay Cove Lane, New Concord, KY",72 Bay Cove Lane,New Concord,KY,Tammy A Cothran,Keller Williams Experience Realty,36.5362768,-88.05237320000000
35,113116,624900,Residential,Single Family,Sold,Calloway,"60 Chad Wayne Drive, Murray, KY",60 Chad Wayne Drive,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,36.5836056,-88.3554377
1,101797,625000,Residential,Single Family,Withdrawn,Calloway,"353 McClure Drive, Murray, KY",353 McClure Drive,Murray,KY,Mark Fredrick,1st Ky Realty and Auction,,
1,81939,627500,Residential,Single Family,Sold,Calloway,"1000 Riverwood Road, Murray, KY",1000 Riverwood Road,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,39.6088588,-75.9410848
1,105631,629500,Residential,Single Family,Sold,Calloway,"1000 Riverwood Rd, Murray, KY",1000 Riverwood Rd,Murray,KY,Cheryl A Roberts,Markethouse Realty PLLC,42.1866698,-87.9064087
1,92143,636000,Residential,Single Family,Withdrawn,Caldwell,"7152 N Highway 293, Princeton, KY",7152 N Highway 293,Princeton,KY,Scott E Estes,Exit One Real Estate,,
1,80513,640000,Residential,Single Family,Expired,Calloway,"9863 State Route 94 East, Murray, KY",9863 State Route 94 East,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
1,110040,640000,Residential,Single Family,Sold,Calloway,"1309 Doran Road, Murray, KY",1309 Doran Road,Murray,KY,Krista K Thompson,Kopperud Realty,45.8370205,-77.24947970000000
1,85028,640000,Residential,Single Family,Expired,Calloway,"9863 State Route 94 East, Murray, KY",9863 State Route 94 East,Murray,KY,Tammy A Cothran,Keller Williams Experience Realty,,
35,121401,645000,Residential,Single Family,Sold,Calloway,"2321 Beach Road, Kirksey, KY",2321 Beach Road,Kirksey,KY,Brenda C Rowland,Kopperud Realty,,
35,108988,647500,Residential,Single Family,Sold,Calloway,"288 Weekend Lane, Murray, KY",288 Weekend Lane,Murray,KY,John H Kopperud,Kopperud Realty,,
35,119457,648900,Residential,Single Family,Sold,Calloway,"461 Patricia Drive, New Concord, KY",461 Patricia Drive,New Concord,KY,Kathy Kopperud,Kopperud Realty,37.4606418,-122.2149729
